id_questionnaire;id_block;id_question;Question text;id_answer;Answer text;Scoring
4;14;4011;My emotions don’t hold me back from doing what’s important to me.;4003;Neither agree or disagree;3
4;14;4011;My emotions don’t hold me back from doing what’s important to me.;4004;Agree;4
4;14;4011;My emotions don’t hold me back from doing what’s important to me.;4005;Strongly agree;5
4;14;4012;I live the way I always intended to live.;4001;Strongly disagree;1
4;14;4012;I live the way I always intended to live.;4002;Disagree;2
4;14;4012;I live the way I always intended to live.;4003;Neither agree or disagree;3
4;14;4012;I live the way I always intended to live.;4004;Agree;4
4;14;4012;I live the way I always intended to live.;4005;Strongly agree;5
4;14;4013;I am satisfied with how I live my life.;4001;Strongly disagree;1
4;14;4013;I am satisfied with how I live my life.;4002;Disagree;2
4;14;4013;I am satisfied with how I live my life.;4003;Neither agree or disagree;3
4;14;4013;I am satisfied with how I live my life.;4004;Agree;4
4;14;4013;I am satisfied with how I live my life.;4005;Strongly agree;5
4;14;4014;Nothing can stop me from doing something that’s important to me.;4001;Strongly disagree;1
4;14;4014;Nothing can stop me from doing something that’s important to me.;4002;Disagree;2
4;14;4014;Nothing can stop me from doing something that’s important to me.;4003;Neither agree or disagree;3
4;14;4014;Nothing can stop me from doing something that’s important to me.;4004;Agree;4
4;14;4014;Nothing can stop me from doing something that’s important to me.;4005;Strongly agree;5
4;14;4015;I believe that I am living life to the full right now.;4001;Strongly disagree;1
4;14;4015;I believe that I am living life to the full right now.;4002;Disagree;2
4;14;4015;I believe that I am living life to the full right now.;4003;Neither agree or disagree;3
4;14;4015;I believe that I am living life to the full right now.;4004;Agree;4
4;14;4015;I believe that I am living life to the full right now.;4005;Strongly agree;5
4;14;4016;I make time for the things that I consider important.;4001;Strongly disagree;1
4;14;4016;I make time for the things that I consider important.;4002;Disagree;2
4;14;4016;I make time for the things that I consider important.;4003;Neither agree or disagree;3
4;14;4016;I make time for the things that I consider important.;4004;Agree;4
4;14;4016;I make time for the things that I consider important.;4005;Strongly agree;5
4;14;4017;I feel that I am living a full life.;4001;Strongly disagree;1
4;14;4017;I feel that I am living a full life.;4002;Disagree;2
4;14;4017;I feel that I am living a full life.;4003;Neither agree or disagree;3
4;14;4017;I feel that I am living a full life.;4004;Agree;4
4;14;4017;I feel that I am living a full life.;4005;Strongly agree;5
4;15;4018;1. Please estimate how old you will approximately become: ...;4006;40;40
4;15;4018;1. Please estimate how old you will approximately become: ...;4007;45;45
4;15;4018;1. Please estimate how old you will approximately become: ...;4008;50;50
4;15;4018;1. Please estimate how old you will approximately become: ...;4009;55;55
4;15;4018;1. Please estimate how old you will approximately become: ...;4010;60;60
4;15;4018;1. Please estimate how old you will approximately become: ...;4011;65;65
4;15;4018;1. Please estimate how old you will approximately become: ...;4012;70;70
4;15;4018;1. Please estimate how old you will approximately become: ...;4013;75;75
4;15;4018;1. Please estimate how old you will approximately become: ...;4014;80;80
4;15;4018;1. Please estimate how old you will approximately become: ...;4015;85;85
4;15;4018;1. Please estimate how old you will approximately become: ...;4016;90;90
4;15;4018;1. Please estimate how old you will approximately become: ...;4017;95;95
4;15;4018;1. Please estimate how old you will approximately become: ...;4018;100;100
4;15;4018;1. Please estimate how old you will approximately become: ...;4019;105;105
4;15;4018;1. Please estimate how old you will approximately become: ...;4020;110;110
4;15;4019;2. Up to which age will you maintain your independence?;4006;40;40
4;15;4019;2. Up to which age will you maintain your independence?;4007;45;45
4;15;4019;2. Up to which age will you maintain your independence?;4008;50;50
4;15;4019;2. Up to which age will you maintain your independence?;4009;55;55
4;15;4019;2. Up to which age will you maintain your independence?;4010;60;60
4;15;4019;2. Up to which age will you maintain your independence?;4011;65;65
4;15;4019;2. Up to which age will you maintain your independence?;4012;70;70
4;15;4019;2. Up to which age will you maintain your independence?;4013;75;75
4;15;4019;2. Up to which age will you maintain your independence?;4014;80;80
4;15;4019;2. Up to which age will you maintain your independence?;4015;85;85
4;15;4019;2. Up to which age will you maintain your independence?;4016;90;90
4;15;4019;2. Up to which age will you maintain your independence?;4017;95;95
4;15;4019;2. Up to which age will you maintain your independence?;4018;100;100
4;15;4019;2. Up to which age will you maintain your independence?;4019;105;105
4;15;4019;2. Up to which age will you maintain your independence?;4020;110;110
4;15;4020;3. Please assess up to which age you will feel healthy.;4006;40;40
4;15;4020;3. Please assess up to which age you will feel healthy.;4007;45;45
4;15;4020;3. Please assess up to which age you will feel healthy.;4008;50;50
4;15;4020;3. Please assess up to which age you will feel healthy.;4009;55;55
4;15;4020;3. Please assess up to which age you will feel healthy.;4010;60;60
4;15;4020;3. Please assess up to which age you will feel healthy.;4011;65;65
4;15;4020;3. Please assess up to which age you will feel healthy.;4012;70;70
4;15;4020;3. Please assess up to which age you will feel healthy.;4013;75;75
4;15;4020;3. Please assess up to which age you will feel healthy.;4014;80;80
4;15;4020;3. Please assess up to which age you will feel healthy.;4015;85;85
4;15;4020;3. Please assess up to which age you will feel healthy.;4016;90;90
4;15;4020;3. Please assess up to which age you will feel healthy.;4017;95;95
4;15;4020;3. Please assess up to which age you will feel healthy.;4018;100;100
4;15;4020;3. Please assess up to which age you will feel healthy.;4019;105;105
4;15;4020;3. Please assess up to which age you will feel healthy.;4020;110;110
4;15;4021;4. From which age do you think you will be chronically sick?;4006;40;40
4;15;4021;4. From which age do you think you will be chronically sick?;4007;45;45
4;15;4021;4. From which age do you think you will be chronically sick?;4008;50;50
4;15;4021;4. From which age do you think you will be chronically sick?;4009;55;55
4;15;4021;4. From which age do you think you will be chronically sick?;4010;60;60
4;15;4021;4. From which age do you think you will be chronically sick?;4011;65;65
4;15;4021;4. From which age do you think you will be chronically sick?;4012;70;70
4;15;4021;4. From which age do you think you will be chronically sick?;4013;75;75
4;15;4021;4. From which age do you think you will be chronically sick?;4014;80;80
4;15;4021;4. From which age do you think you will be chronically sick?;4015;85;85
4;15;4021;4. From which age do you think you will be chronically sick?;4016;90;90
4;15;4021;4. From which age do you think you will be chronically sick?;4017;95;95
4;15;4021;4. From which age do you think you will be chronically sick?;4018;100;100
4;15;4021;4. From which age do you think you will be chronically sick?;4019;105;105
4;15;4021;4. From which age do you think you will be chronically sick?;4020;110;110
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4006;40;40
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4007;45;45
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4008;50;50
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4009;55;55
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4010;60;60
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4011;65;65
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4012;70;70
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4013;75;75
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4014;80;80
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4015;85;85
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4016;90;90
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4017;95;95
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4018;100;100
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4019;105;105
4;15;4023;5. Up to which age do you think you will be able to maintain your current physical performance?;4020;110;110
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4006;40;40
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4007;45;45
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4008;50;50
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4009;55;55
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4010;60;60
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4011;65;65
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4012;70;70
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4013;75;75
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4014;80;80
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4015;85;85
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4016;90;90
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4017;95;95
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4018;100;100
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4019;105;105
4;15;4024;6. Up to which age do you believe you will be able to maintain or even increase your fitness by training?;4020;110;110
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4006;40;40
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4007;45;45
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4008;50;50
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4009;55;55
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4010;60;60
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4011;65;65
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4012;70;70
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4013;75;75
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4014;80;80
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4015;85;85
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4016;90;90
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4017;95;95
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4018;100;100
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4019;105;105
4;15;4025;7. Up to which age will you be able to incorporate additional physical activity into your daily life (e.g., bicycle tours, nordic walking, jogging, swimming, working out, hiking)?;4020;110;110
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4006;40;40
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4007;45;45
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4008;50;50
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4009;55;55
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4010;60;60
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4011;65;65
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4012;70;70
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4013;75;75
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4014;80;80
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4015;85;85
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4016;90;90
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4017;95;95
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4018;100;100
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4019;105;105
4;15;4026;8. From which age onward do you think your motivation to do sports will decline?;4020;110;110
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4006;40;40
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4007;45;45
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4008;50;50
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4009;55;55
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4010;60;60
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4011;65;65
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4012;70;70
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4013;75;75
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4014;80;80
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4015;85;85
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4016;90;90
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4017;95;95
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4018;100;100
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4019;105;105
4;15;4027;9. Please judge at what age your physical capabilities will have decreased by more than half (e.g., from which age onward will you only be able to jog, swim, or walk half of the current distance?).;4020;110;110
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4006;40;40
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4007;45;45
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4008;50;50
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4009;55;55
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4010;60;60
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4011;65;65
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4012;70;70
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4013;75;75
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4014;80;80
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4015;85;85
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4016;90;90
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4017;95;95
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4018;100;100
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4019;105;105
4;15;4028;10. Up to which age will you be able to motivate yourself to train more intensively than at present in order to maintain or improve your fitness?;4020;110;110
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4006;40;40
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4007;45;45
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4008;50;50
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4009;55;55
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4010;60;60
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4011;65;65
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4012;70;70
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4013;75;75
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4014;80;80
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4015;85;85
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4016;90;90
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4017;95;95
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4018;100;100
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4019;105;105
4;15;4029;11. Up to which age will you be able to practice sports such as jogging, cycling, nordic walking, or tennis? Please assess yourself even if you will not actually carry it out.;4020;110;110
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4006;40;40
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4007;45;45
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4008;50;50
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4009;55;55
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4010;60;60
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4011;65;65
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4012;70;70
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4013;75;75
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4014;80;80
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4015;85;85
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4016;90;90
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4017;95;95
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4018;100;100
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4019;105;105
4;15;4030;12. Up to which age will you be able to practice sports such as yoga, pilates, relaxation, gymnastics? Please assess yourself even if you will not actually carry it out.;4020;110;110
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4006;40;40
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4007;45;45
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4008;50;50
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4009;55;55
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4010;60;60
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4011;65;65
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4012;70;70
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4013;75;75
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4014;80;80
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4015;85;85
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4016;90;90
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4017;95;95
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4018;100;100
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4019;105;105
4;15;4031;13. Up to which age will you be able to practice sports such as strengthening muscles or weight training? Please assess yourself.;4020;110;110
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4006;40;40
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4007;45;45
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4008;50;50
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4009;55;55
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4010;60;60
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4011;65;65
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4012;70;70
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4013;75;75
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4014;80;80
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4015;85;85
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4016;90;90
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4017;95;95
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4018;100;100
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4019;105;105
4;15;4033;14. Considering your present health, up to which maximum age could you imagine working?;4020;110;110
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4006;40;40
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4007;45;45
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4008;50;50
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4009;55;55
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4010;60;60
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4011;65;65
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4012;70;70
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4013;75;75
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4014;80;80
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4015;85;85
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4016;90;90
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4017;95;95
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4018;100;100
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4019;105;105
4;15;4034;15. Considering your present health, up to which maximum age could you imagine starting a completely new job?;4020;110;110
4;15;4035;16. From which age would cardiovascular complaints hinder you from working in a new occupational field?;4006;40;40
4;15;4035;16. From which age would cardiovascular complaints hinder you from working in a new occupational field?;4007;45;45
4;15;4035;16. From which age would cardiovascular complaints hinder you from working in a new occupational field?;4008;50;50
4;15;4035;16. From which age would cardiovascular complaints hinder you from working in a new occupational field?;4009;55;55
